text,embedding,filename,type,chunk_id
指导方针草案 航程规划\
  1 目标\
\
  1.1 制定航行或航行计划， 以及对船舶进度的密切和持续监控 和职位，在执行此类计划期间是必不可少的 对海上生命安全、航行安全和效率的重要性 以及保护海洋环境。\
\
  1\,2 航程和航道规划的需要适用 到所有船只。有几个因素可能会阻碍保险箱 所有船只的航行和可能阻碍 大型船舶或运载危险货物的船只的航行。 在准备过程中需要考虑这些因素 的计划以及后续监控执行 计划。\
\
  1.3 航程和航道规划包括评估、 即收集与预期航程相关的所有信息 或通道;整个航程或航程的详细规划 berth to berth，包括那些需要 一名飞行员;执行计划;以及对进展的监控 在实施计划中的船舶。这些组件 的航程/航道规划分析如下。\
\
  2 鉴定\
\
  2.1 与预期相关的所有信息 应考虑航行或航行。以下项目应 在航程和航道规划中考虑：\
  1.69790741e-02  5.54414466e-02 -2.93727443e-02  1.19572729e-01\
 -3.60361487e-02  7.41646392e-03  4.26759794e-02 -2.13987362e-02\
  4.01483960e-02  6.29860014e-02 -7.26551749e-03 -2.63484642e-02\
 -8.28769058e-02 -4.87402119e-02 -3.21171395e-02  6.52399426e-03\
  2.02980693e-04  4.25329208e-02 -5.73376678e-02  6.27533495e-02\
 -2.67479364e-02 -1.92968212e-02  1.84439793e-02 -5.74439317e-02\
 -5.36731854e-02  6.72392920e-02 -2.21123416e-02 -1.20479362e-02\
 -4.64218669e-02 -5.61746694e-02 -1.83796114e-03  3.16987336e-02\
  1.19831860e-02  2.14094818e-02  2.36656703e-02 -1.19268065e-02\
 -1.01172514e-02 -1.84554774e-02 -3.27231102e-02  3.55751365e-02\
 -2.45543234e-02  1.70726050e-02 -5.44688329e-02 -1.12410121e-01\
 -5.83781255e-03 -2.21669730e-02  1.31373340e-02 -2.39805840e-02\
 -2.37234887e-02  3.46757621e-02 -7.20504597e-02 -9.71924067e-02\
  3.53953540e-02 -4.50677127e-02  3.58379111e-02 -3.85957137e-02\
 -3.74422930e-02  3.18132192e-02  3.71370353e-02 -3.16735953e-02\
  5.07203154e-02  1.30640641e-02  1.87077690e-02 -3.19417417e-02\
 -4.16348036e-03 -8.72139707e-02 -5.52528314e-02  9.91056580e-03\
 -6.79207519e-02 -8.33981484e-02 -2.09339913e-02  1.19784242e-02\
  6.45723343e-02 -1.61042325e-02  2.74213236e-02 -6.13173582e-02\
 -4.28072587e-02 -9.59927812e-02 -6.34561153e-03  4.75630686e-02\
  3.19258380e-03 -9.29994062e-02 -1.14744976e-02 -2.57124193e-03\
  4.84757386e-02  3.39572094e-02 -7.40614757e-02 -1.52432835e-02\
 -9.90992486e-02 -3.66784632e-02  3.39831114e-02  3.41924160e-33\
  4.49240319e-02  1.70641337e-02  8.46304698e-04 -5.89268133e-02\
  1.23027572e-02 -8.21771175e-02 -2.06542504e-03  2.02380441e-04\
 -5.29059060e-02  1.42003791e-02 -1.14612421e-02  8.32326263e-02\
 -5.06633781e-02  3.39101292e-02 -5.88862076e-02 -5.48073128e-02\
 -6.21759193e-03 -1.34405838e-02 -1.86808426e-02 -5.02815023e-02\
  2.73246486e-02  2.99350284e-02  4.93759550e-02 -8.23138729e-02\
 -4.13521230e-02  2.45075934e-02  3.73506323e-02 -4.65616788e-04\
 -6.21914156e-02  3.03343926e-02  4.33195718e-02 -2.70738993e-02\
 -5.65748289e-02 -1.15360199e-02 -8.65322798e-02  2.39317883e-02\
  4.80884016e-02 -3.51924486e-02  4.07045148e-02 -9.72408131e-02\
 -8.09629560e-02  3.87097038e-02  4.20341566e-02  5.76951914e-02\
  2.61491966e-02  4.79026362e-02  3.40456469e-03 -3.77986506e-02\
  2.35329941e-02 -5.02183288e-02 -8.15824270e-02 -2.48565129e-03\
  6.23373454e-03 -3.20654437e-02  9.08210874e-02  2.76946630e-02\
 -1.61486790e-02  4.28165607e-02 -2.51760520e-02 -2.87125017e-02\
  1.82996355e-02 -1.00313295e-02 -3.04300450e-02 -1.43674770e-02\
  1.11128032e-01  2.10666675e-02 -6.20208830e-02  3.77056152e-02\
  6.35330454e-02 -9.78251696e-02 -5.67982309e-02  4.51289713e-02\
  1.05095908e-01 -1.21134818e-02  6.10480420e-02 -4.51160632e-02\
 -5.90322837e-02  3.86870988e-02  1.75676551e-02 -4.01777551e-02\
 -1.23599999e-01 -2.25387737e-02 -6.48580119e-02  8.44240282e-03\
 -1.18051186e-01 -2.27056164e-02  1.10173993e-01  8.16795528e-02\
 -1.76483132e-02 -1.28531931e-02 -7.81723782e-02 -3.03400084e-02\
  6.09686971e-02 -3.41502577e-02 -1.43283792e-02 -1.05656481e-32\
 -2.97319796e-02  3.58762667e-02 -6.51683956e-02  2.23923121e-02\
  4.91302237e-02 -3.06752278e-03  2.93965470e-02  6.70067146e-02\
 -4.07858379e-02 -1.11140944e-02 -5.04617132e-02  2.33851615e-02\
 -1.25660777e-01 -1.60806030e-02 -2.12226901e-03  3.11403209e-03\
 -8.18875968e-04  9.85836312e-02 -4.47070636e-02 -6.77653309e-03\
 -4.74607870e-02  9.37604904e-03 -1.48209214e-01 -2.59313043e-02\
 -4.86140698e-02  4.22958620e-02  2.93408968e-02 -9.74253938e-02\
  8.18129722e-03  1.03986315e-01 -3.44211012e-02  4.09707651e-02\
 -5.61838336e-02  9.37440768e-02 -7.59566426e-02 -6.05360884e-03\
  3.59139629e-02 -1.70157403e-02 -1.16795570e-01  3.94906756e-03\
  3.07559296e-02 -5.97850904e-02  6.11804649e-02 -1.93224866e-02\
  4.71400656e-02  3.41948904e-02 -2.64476184e-02 -7.92469271e-03\
 -2.03374680e-02 -3.01991095e-04  3.02989800e-02 -1.15646636e-02\
 -3.93406376e-02 -2.88217217e-02  1.90082379e-02 -3.61905135e-02\
 -2.81936340e-02 -1.05409428e-01 -8.89892951e-02 -9.23472717e-02\
  3.63933370e-02  1.85395051e-02 -3.33478712e-02  1.71391144e-02\
 -3.10882479e-02 -2.88565084e-02  9.20836988e-04 -1.52013423e-02\
  3.00709363e-02 -1.06695361e-01 -1.54916337e-02  3.48139070e-02\
  7.36982152e-02 -8.51261467e-02  6.16416372e-02  7.55905494e-05\
  2.63685663e-03  8.26375261e-02 -3.81880440e-02  2.68302392e-02\
 -3.04593462e-02 -2.12469231e-02  7.81651959e-03  8.69786739e-02\
 -1.54497037e-02  9.00041778e-03 -1.67865865e-02  3.73767838e-02\
 -4.02241759e-03 -7.65856802e-02  1.34913493e-02  4.17532213e-02\
 -1.06536075e-02 -3.26961949e-02  5.09031825e-02 -5.19661505e-08\
  1.08164391e-02 -5.22523262e-02 -3.22185159e-02 -1.55958338e-02\
 -9.60774720e-02 -7.04399794e-02  3.05557344e-03  4.10387665e-02\
 -2.83923019e-02  4.45588911e-03  5.67114633e-03  2.08232030e-02\
 -3.47717777e-02  3.68462950e-02 -6.77876547e-02 -5.09815551e-02\
 -3.27252150e-02  4.80713770e-02 -1.01448558e-02 -5.04610837e-02\
 -1.43215999e-01  2.75943633e-02  2.22040992e-02 -1.02715060e-01\
 -1.03379950e-01  7.43393674e-02 -9.66295004e-02 -9.47479904e-02\
 -1.20701166e-02  5.42425439e-02  3.18199880e-02  2.20801849e-02\
  3.94192822e-02 -1.99572016e-02  4.01876941e-02 -5.70293367e-02\
  2.38873921e-02  2.10528132e-02 -6.15067501e-03  9.44194570e-03\
 -8.62328336e-02 -1.08679563e-01  2.56681498e-02  5.91169596e-02\
  1.70567587e-01 -6.05140906e-03  8.42442140e-02  4.46564592e-02\
  7.96721354e-02  4.57561538e-02 -5.86968400e-02 -5.29085174e-02\
  1.78891011e-02 -1.39446214e-01  1.63102206e-02 -1.23178484e-02\
 -1.92899201e-02 -4.25518565e-02 -2.21863476e-04  1.60736218e-02\
  5.33377044e-02  1.86726544e-02 -2.26461813e-02  8.28047693e-02],全球关键航运通道受阻对供应链的影响———“长赐号”在苏伊士运河搁浅案例分析.txt,TXT,0
随着全球海上航线数量日益增加以及海上航运网络日益完善，关键航运通道受阻将给外贸货物运输带来更大的影响。 苏伊士运河、马六甲海峡、巴拿马运河、直布罗陀海峡等都是海上贸易航线的重要交通枢纽，它们一方面缩短了欧洲、亚洲和北美地区间的航程，但同时也存在着一些突发事件的风险，如区域冲突、海上恐怖主义、自然灾害、航行意外等。 这些突发事件可能会造成航运通道阻塞或者停航，进而引起一些地区的供应链中断，从而给沿岸地区乃至世界的经济带来严重的冲击。 我国交通运输部 ２０２１ 年 １ 月发布了《关于服务构建新发展格局的指导意见》，其中明确了要建设面向全球的运输服务网络，建立安全可靠的国际物流供应链体系，提高国际运输应急处突能力［２］ 。 ２０２１ 年 １１ 月，联合国贸易和发展会议（ＵＮＣＴＡＤ）发布了《２０２１ 全球海运发展评述报告》并指出，当前国际海运业正面临着地缘政治、供应链韧性、气候变化、风险防范以及可持续发展等诸多问题，在此背景下，海上贸易的年增长率预计将在 ２０２２—２０２６ 年放缓至 ２. ４％，而近 ２０ 年的平均增速为 ２. ９％［３］ 。 近年来，乌克兰危机、美国港口工人罢工、苏伊士运河货轮搁浅等事件为海运业发展和供应链管理带来了严峻的挑战，亟须加强对供应链韧性与风险管理的理论与方法的探索［４－７］ ，并加强对关键航运通道受阻事件的影响评价与应对预案的制订。\
苏伊士运河是连接地中海和红海的纽带，也是亚欧海运走廊的要冲，将世界各地的多个经济中心联系在一起［８］ 。 运河建成于 １８６９ 年，最初通航时水深 ８ 米，底部宽 ２２ 米，可以通过载重 ５０００ 吨的船只。 经过几次拓宽和加深，到了 ２０１５ 年，运河长 １９３ 千米，水深 ２４ 米，可以通过载重 ２４ 万吨的船只［９］ 。 根据苏伊士运河管理局的数据，每年约有 ４２００ 万标准箱货物通过苏伊士运河，占全球总量的 ２４. ５％。 ２０２１ 年共有 ２０６９４ 艘船只通过，货物总净重为 １２. ７ 亿吨，通行费收入达 ６３ 亿美元。 船只所载货物约占全球贸易的 １２％、海运集装箱的 ３０％、海运石油的 １０％、海运成品油的 ９％、海运液化天然气的 ８％。,[-1.32008130e-02  5.50114587e-02  3.40290442e-02 -3.02393641e-02\
 -2.65946575e-02 -2.55646892e-02 -5.03436103e-02 -9.08173323e-02\
 -4.08940796e-05 -1.38712414e-02  1.54939488e-01 -9.27619785e-02\
  2.02662144e-02  2.72635426e-02  1.24236587e-02  6.66277185e-02\
 -1.11026600e-01  3.82268103e-03 -5.63178137e-02 -1.40607953e-02\
 -1.75379999e-02 -5.98705709e-02 -4.23787348e-03  7.52982870e-03\
 -1.27814393e-02  1.05249807e-02 -4.92632240e-02  5.60435653e-02\
  2.63561774e-02  1.92204844e-02 -5.32061830e-02  1.61712125e-01\
 -5.53653575e-02  5.46000600e-02  1.03409633e-01  2.62094270e-02\
  6.07624836e-02  2.88379882e-02 -2.18135193e-02  3.87436338e-02\
 -3.56609747e-02 -6.20660223e-02  1.04948461e-01 -1.45085864e-02\
 -3.46269794e-02  2.85554975e-02  9.14105400e-03  1.85032398e-03\
 -1.10844053e-01 -2.11734716e-02 -2.42847055e-02  1.89340732e-03\
  1.43823056e-02 -3.66962934e-03  2.45751231e-03  6.36124387e-02\
 -5.82528971e-02 -3.36256400e-02 -1.71900224e-02 -7.73421526e-02\
 -5.50964810e-02  5.47586307e-02 -4.83258665e-02 -1.33798579e-02\
 -4.49411459e-02 -2.37881616e-02  3.24892849e-02  4.81266677e-02\
 -4.39285710e-02 -4.83164117e-02  1.93230975e-02 -7.90093318e-02\
 -5.10795899e-02  2.05186047e-02 -6.49527088e-02 -2.16037631e-02\
 -2.17748638e-02  1.62791088e-03 -7.00060353e-02 -1.55087993e-01\
 -4.86158282e-02  1.37894638e-02  8.06733221e-02 -4.53417264e-02\
 -4.20669839e-02 -2.42531728e-02 -4.63579707e-02 -1.10091254e-01\
  3.64896990e-02 -3.90644046e-03  8.00476372e-02 -2.46833265e-02\
  5.67562059e-02 -1.16953440e-02  2.74101477e-02 -9.95041709e-03\
  2.63094865e-02  4.73093577e-02  4.06769775e-02  6.33530319e-03\
  5.05473688e-02 -5.77208363e-02 -7.95789808e-02 -1.79272909e-02\
 -9.05853435e-02 -9.12488699e-02 -4.39124852e-02  2.40474939e-02\
  9.34483204e-03  1.22899897e-02 -7.04690292e-02 -9.06914845e-03\
 -4.79849689e-02 -9.44052786e-02 -1.95322353e-02  1.73694603e-02\
 -2.09016092e-02 -4.30077128e-02  3.14137526e-02 -1.47185214e-02\
  3.72012518e-02  5.00708930e-02 -7.78348818e-02  2.48883069e-02\
 -9.43506733e-02  1.87507588e-02  8.85482132e-02  2.46142676e-33\
  1.64306760e-02  1.08841825e-02 -1.60674788e-02 -5.07928468e-02\
  2.70229466e-02 -6.19406812e-02 -4.29871073e-03 -2.02070121e-02\
 -4.23749685e-02 -8.20155907e-03 -6.14988431e-02  5.88745065e-02\
 -5.83480671e-02 -3.06233559e-02 -3.34636010e-02 -6.61676973e-02\
 -3.05366404e-02 -2.46852487e-02  1.01400092e-02 -3.55476663e-02\
  7.73747563e-02  4.32072692e-02  6.55747205e-02 -6.24049716e-02\
  7.98137684e-04 -1.88221373e-02  1.08749503e-02 -4.37935581e-03\
 -7.02786967e-02  7.46873915e-02  3.33095677e-02 -1.04042077e-02\
 -3.02682817e-03 -3.24575342e-02 -6.69986159e-02  2.43242234e-02\
  7.12304711e-02 -7.13917390e-02 -1.42509937e-02 -2.86787804e-02\
 -6.49304837e-02  7.66931893e-03  3.53233591e-02  5.10809906e-02\
  3.51122767e-02  2.21757703e-02  1.38741778e-02 -2.73899529e-02\
  5.89770824e-02 -2.58615650e-02 -5.38323969e-02 -2.14487445e-02\
 -2.00941395e-02 -3.50525714e-02  2.87387352e-02 -2.69251857e-02\
 -1.74874254e-02  2.05984083e-03 -3.73226292e-02 -8.17918684e-03\
 -2.89645698e-02  5.27001033e-03 -3.98471169e-02 -2.79934285e-03\
  7.36831054e-02  8.02671984e-02 -2.55103083e-03  2.82798633e-02\
 -1.94242341e-03 -6.97420388e-02 -5.48141599e-02 -1.02743693e-02\
  1.16862960e-01  4.86379154e-02  8.22723806e-02 -2.35686377e-02\
 -2.40749978e-02 -3.23384092e-03 -7.83028733e-03 -3.19559453e-03\
 -1.52190447e-01  1.73940454e-02 -7.41370395e-02  1.41983442e-02\
 -5.86999431e-02 -3.96406949e-02  1.30709022e-01  6.31170794e-02\
  7.10076094e-02 -2.90581398e-02 -8.10311884e-02 -5.44291399e-02\
  9.43735689e-02 -3.45975123e-02 -1.68881696e-02 -9.18676018e-33\
 -3.73082198e-02  1.51814567e-02 -4.44172807e-02 -9.63270012e-03\
  3.39363050e-03 -7.40739256e-02  1.73199084e-02  5.99978976e-02\
  6.98479183e-04 -1.65840145e-03 -4.17089835e-02 -1.74773838e-02\
 -5.94013929e-02  3.19357496e-03 -3.98559012e-02  2.67196121e-03\
  4.69241291e-02  8.63711163e-02 -5.24369553e-02  5.75029366e-02\
 -4.20169085e-02 -3.22314240e-02 -1.43581390e-01  1.83394309e-02\
  1.52862677e-02  3.78263630e-02  3.53373699e-02 -9.60443020e-02\
  5.07804081e-02  4.19897325e-02 -4.76661883e-02 -3.67869996e-02\
 -4.95350808e-02  6.79127723e-02 -9.61684659e-02 -6.05541505e-02\
 -2.30317842e-02  4.26644552e-03 -8.09852108e-02 -1.16980448e-02\
 -1.77712161e-02 -1.41641125e-02  3.42321061e-02  2.32835803e-02\
 -1.40672894e-02  5.48828468e-02 -2.89143566e-02 -2.33284533e-02\
 -2.55779326e-02 -1.11760214e-01  4.02820334e-02  6.79514483e-02\
  2.17429064e-02 -1.10409432e-03  2.89466679e-02  2.07159501e-02\
 -3.97162959e-02 -4.03510369e-02 -1.01479441e-01 -1.05554402e-01\
  1.61846541e-02  5.56105226e-02 -3.72334905e-02  5.08689918e-02\
  4.92843539e-02 -3.58906016e-02 -8.54242360e-04 -3.42111178e-02\
  7.40099549e-02 -9.34699029e-02 -4.04369570e-02 -9.68234055e-03\
  3.96685535e-03 -7.37647414e-02  4.42457013e-02  1.65823996e-02\
 -2.12968737e-02  6.18622489e-02 -8.40243883e-03  4.72758673e-02\
 -5.13819009e-02 -1.74631551e-03 -1.21315531e-02  4.32493463e-02\
 -1.56237381e-02 -7.90338218e-03 -3.86141846e-03  6.08999804e-02\
  4.08485904e-02 -2.85432078e-02  1.07112797e-02 -2.83490159e-02\
 -6.51877373e-02  7.11340979e-02  7.73758218e-02 -5.11449372e-08\
  1.45983156e-02 -1.11847706e-01 -4.74971980e-02  7.23835407e-03\
 -6.35034591e-02 -5.86675555e-02 -6.61740173e-03  1.02202920e-02\
  1.09901978e-02  4.46711816e-02  4.97312471e-02  1.11773377e-02\
 -1.11933611e-01 -3.29797417e-02 -1.03307247e-01 -4.45817038e-02\
 -3.60990167e-02  7.60120302e-02  1.33055553e-04 -9.12730470e-02\
 -6.99762702e-02  2.53068227e-02  1.32578763e-03 -1.07963517e-01\
 -5.25019802e-02  8.14173073e-02 -9.28692669e-02  2.59450767e-02\
 -5.28624980e-03  2.96943840e-02  4.39859964e-02 -1.58650484e-02\
 -3.32099432e-03 -7.80539913e-03  2.40364559e-02 -1.01868547e-02\
  3.78161110e-02  3.70362327e-02  2.40482688e-02 -9.90180392e-03\
 -2.26497278e-02 -7.12025017e-02 -1.99980736e-02  8.25922936e-02\
  1.46383032e-01 -3.66027243e-02  4.92555685e-02  6.26021996e-02\
  6.69823810e-02 -4.80436794e-02 -2.09731217e-02 -5.11942990e-02\
  2.28753947e-02 -5.29070273e-02 -1.14949122e-02  3.72331776e-02\
 -3.55922058e-02 -2.43416596e-02  1.49583695e-02  1.40277632e-02\
  2.35536415e-02 -9.71264672e-03  1.10044209e-02  4.18284461e-02],全球关键航运通道受阻对供应链的影响———“长赐号”在苏伊士运河搁浅案例分析.txt,TXT,1
苏伊士运河等航运通道具有十分重要的地位，国内外学者研究了阻塞等风险带来的影响。 史春林和李秀英［１０］ 基于苏伊士运河的战略位置，对影响苏伊士运河安全的因素进行了研究，并在此基础上，对中国航运发展提出了战略建议。 王历荣［１１］ 对海上通道在中国对外贸易和能源安全等方面的影响进行了研究，并就如何保障中国的经济安全发展，提出了相应的政策建议。 王成金和陈云浩［１２］ 对航运战略支点进行了科学定义，并对其在结构和空间上的区别进行了剖析，在全球范围内对航运战略港口、通道和海域进行了识别。 陈闪闪等［１３］ 基于集装箱船舶自动识别系统（ａｕｔｏｍａｔｉｃ ｉｄｅｎｔｉｆｉｃａｔｉｏｎ ｓｙｓｔｅｍ， ＡＩＳ）轨迹数据构建了加权网络，来测度全球集装箱海运对马六甲海峡、苏伊士运河、巴拿马运河的依赖程度。 Ｇａｏ 和 Ｌｕ［１４］ 通过分析海峡和运河堵塞对我国航运费用的影响，发现封锁霍尔木兹海峡产生的影响最大，其次是曼德海峡、苏伊士运河、巽他海峡和英吉利海峡。 Ｂｒａｎｃａｃｃｉｏ 等［１５］ 分析发现，相对于巴拿马运河和直布罗陀海峡，苏伊士运河受阻对干散货运输领域福利下降的影响更大。 Ｆｅｙｒｅｒ［１６］ 以 １９６７—１９７５ 年苏伊士运河停航事件为例，对地理距离、贸易和收入之间的关系进行研究。\
此次苏伊士运河堵塞事件，也引起了国内外学者的广泛关注。 朱吉双和邱伟维［１７］ 基于 ＡＩＳ 数据分析苏伊士运河船舶滞留情况，从滞留船舶成本、全球供应链、埃及政府损失、海损赔偿等多个方面，剖析其对我国航运安全的影响。 Ｇａｓｔ 等［１８］ 基于排队论分析苏伊士运河中断后的恢复情况，进而预测运力中断导致的延误。该模型预测最后一艘滞留船舶将在运河疏通后 ５ 天通过，这与苏伊士运河管理局报道的天数一致。 Ｗｕ 和Ｘｕ［１９］ 通过对苏伊士运河的替代航线进行研究，构建了集装箱船在不同条件下是否应当改变原航线的成本模型，发现阻塞时间是影响决策的最主要因素。 Ｒｏｄｒｉｇｕｅ［２０］ 对全球集装箱航运业的脆弱性和韧性进行了分析，并指出此次事件进一步加剧了供应链的紊乱，造成全球性的商品短缺和物价上涨。 还有一些学者分析了苏伊士运河堵塞事件在医疗保健［２１］ 、法律风险［２２］ 等方面的影响。,[-2.34286264e-02  4.78738956e-02  2.53483392e-02  3.16804461e-02\
 -3.32013182e-02  8.03995319e-03 -3.79741676e-02 -5.08345990e-03\
 -5.20592518e-02 -2.18730774e-02  9.74952504e-02 -1.52640594e-02\
  2.95606274e-02  3.63692492e-02 -4.56187651e-02  3.63762118e-02\
 -5.97808771e-02 -2.97743268e-02 -5.72161004e-02 -4.80871694e-03\
 -2.39715986e-02 -7.62097612e-02 -2.40046550e-02 -4.06846665e-02\
  4.50182799e-03  2.84428764e-02 -2.19187196e-02  5.53903729e-02\
  7.49466717e-02 -5.03950417e-02 -6.15504123e-02  1.32176951e-01\
 -8.91067758e-02  5.20260446e-03  5.51124215e-02 -2.35130475e-03\
  4.91671935e-02  6.14092201e-02 -5.90040497e-02  5.68492599e-02\
 -1.33474981e-02 -4.38447716e-03  6.47312328e-02 -1.64301023e-02\
 -1.47880120e-02  1.98577922e-02  6.88363891e-03 -1.52836479e-02\
 -9.20767859e-02 -5.95433041e-02  4.63793278e-02  2.27925163e-02\
  2.19405647e-02  4.41389158e-02 -5.26998565e-03 -1.12999016e-02\
 -4.34806347e-02 -1.20823169e-02  1.73424855e-02 -1.57660421e-03\
 -3.28429490e-02  8.71148184e-02 -6.03925660e-02 -4.09428887e-02\
 -6.88655227e-02 -5.94630912e-02  3.42035783e-03  3.14586540e-03\
  9.56928544e-03  6.44179108e-03  1.14459526e-02 -6.58403188e-02\
 -1.60786565e-02 -5.00489846e-02 -2.45647561e-02 -1.82418916e-02\
  3.38758826e-02  4.15332764e-02 -3.99694853e-02 -9.17958021e-02\
 -5.75299747e-02  1.31781753e-02 -8.50735698e-03 -8.41261223e-02\
 -4.22109291e-02  2.52195783e-02 -2.66351942e-02 -1.11849569e-01\
  7.64934272e-02 -5.34816571e-02  5.76128475e-02 -1.08681675e-02\
 -2.37592701e-02  8.54950026e-03  7.71184862e-02  1.40838353e-02\
  4.81111296e-02  1.45347985e-02  1.73481666e-02 -3.94242890e-02\
  2.83010919e-02 -7.98908845e-02 -5.81002347e-02  4.20093983e-02\
 -6.60215542e-02 -8.30156803e-02  8.71541095e-04  4.11267132e-02\
  6.44297078e-02  1.14682484e-02 -6.98398100e-03  1.17285941e-02\
 -1.02449479e-02 -4.61233594e-02 -3.85424905e-02  3.97626683e-02\
 -3.75478417e-02 -8.19158033e-02  7.97263067e-03  1.91922467e-02\
  6.38766438e-02  5.38099706e-02 -8.01654458e-02  2.52717603e-02\
 -7.85968378e-02  3.17956060e-02  1.52112804e-02  2.50753002e-33\
  8.59595649e-03  2.73681153e-03 -3.02342214e-02 -1.83398370e-02\
  1.20640844e-02 -7.23993331e-02 -1.23100420e-02 -1.45540424e-02\
 -5.01908176e-03  5.92020638e-02 -6.58517927e-02  7.08907843e-02\
 -4.67774309e-02  4.31882031e-02 -4.96296445e-03 -1.09968618e-01\
 -6.82047307e-02 -6.22477867e-02  8.70040338e-03 -6.42837584e-02\
  1.26392739e-02 -4.41769045e-03  6.21614568e-02 -7.01139718e-02\
  3.29250507e-02 -3.82949524e-02  3.21180001e-02 -2.16354150e-02\
 -6.57372549e-02  4.22088951e-02  5.96247688e-02  9.78047494e-03\
 -3.79197225e-02  1.35547584e-02 -1.01555713e-01  3.49232517e-02\
  5.04126102e-02 -5.03447428e-02  1.23425713e-02 -1.38721382e-02\
 -4.33630496e-02  2.35678367e-02  2.40747146e-02  4.10642922e-02\
  3.82098258e-02 -3.75350122e-03  1.64452579e-03 -5.51917125e-03\
  1.11781703e-02 -7.22921491e-02 -8.33802819e-02  8.17555338e-02\
 -1.16534811e-02 -4.07418311e-02  6.82789087e-02  6.40936149e-03\
  9.39527526e-03  3.23159397e-02 -2.89164614e-02  2.36403327e-02\
 -3.38677131e-02  8.39940179e-03 -4.92288731e-03  1.76611207e-02\
  7.54136443e-02  3.38881984e-02 -5.05841076e-02  3.25465426e-02\
  4.29741805e-03 -7.75184557e-02 -6.98604435e-02  7.66837317e-03\
  1.07286125e-01 -5.88733004e-03  3.89962643e-02 -7.04923794e-02\
 -8.68837163e-02  6.51932806e-02  4.71994616e-02 -6.97890148e-02\
 -1.12741232e-01 -4.16143648e-02 -6.57677278e-02  4.66107279e-02\
 -7.21615776e-02 -7.22430199e-02  8.76099691e-02  6.33055344e-02\
  2.65201665e-02 -3.13816667e-02 -1.29286945e-01 -4.75675054e-02\
  7.39757642e-02 -3.52402963e-02  1.80422533e-02 -9.64292179e-33\
 -4.99893501e-02  6.03807680e-02 -3.69495787e-02 -2.52834298e-02\
  1.84390992e-02 -3.70558836e-02  5.42496964e-02  8.11420903e-02\
 -1.68032646e-02 -2.39632316e-02 -2.64989189e-03  6.60919994e-02\
 -6.26415238e-02 -7.64964102e-03 -8.28733537e-05 -1.23405196e-02\
 -3.62672731e-02  7.34678954e-02  1.04838312e-02 -2.23498754e-02\
 -9.23399255e-03 -5.84938824e-02 -1.78821266e-01 -3.13661695e-02\
 -1.72098856e-02  4.58753817e-02 -2.74084136e-03 -1.09405443e-01\
 -1.82079971e-02  7.80485719e-02 -1.96888670e-02  2.64286362e-02\
 -3.90288793e-02  8.56732801e-02 -6.27434701e-02 -4.01353315e-02\
  3.42080416e-03  1.43440012e-02 -1.04512416e-01 -3.88644487e-02\
 -4.14400222e-03 -2.12303083e-02  1.15683950e-01  7.43935991e-04\
  1.44157112e-02  2.95470878e-02 -5.50852297e-03 -7.74712637e-02\
 -7.51147978e-03 -3.69314589e-02  8.27774256e-02  4.77083139e-02\
 -1.60956895e-03  6.55180402e-03 -3.23959403e-02 -4.77856882e-02\
 -2.20216606e-02 -6.16014116e-02 -9.97277126e-02 -8.00573528e-02\
  1.57639515e-02  4.85959053e-02 -1.40252998e-02  5.07277958e-02\
  1.65171456e-02 -2.25116331e-02 -1.11016836e-02 -6.14818223e-02\
  9.64980349e-02 -1.37512192e-01  1.24722160e-03  5.92225697e-03\
  4.63637002e-02 -5.53641208e-02  4.49056625e-02  9.84532293e-03\
  1.08777899e-02  9.64884385e-02 -2.46870816e-02  3.92116085e-02\
 -3.29010934e-02 -2.90202051e-02  1.63644608e-02  5.99071607e-02\
 -3.14404964e-02  1.26665831e-02 -8.25492479e-03  3.87785137e-02\
  6.98530152e-02 -5.31533696e-02  4.47813794e-03 -2.11077207e-03\
 -4.50043194e-02 -4.64617014e-02  7.98949450e-02 -4.48070914e-08\
 -1.13551747e-02 -4.84620035e-02 -5.93545474e-02  3.21746133e-02\
 -1.04950689e-01 -4.68194596e-02  5.59547264e-03  4.77363802e-02\
 -5.96812852e-02  4.66078240e-03  2.89624333e-02  4.64220867e-02\
 -4.55589928e-02  3.65641229e-02 -5.55337481e-02 -9.45085809e-02\
 -6.68310896e-02  8.33296552e-02 -2.21972987e-02 -8.78332853e-02\
 -8.51995498e-02  3.33486348e-02  4.93299887e-02 -8.29013288e-02\
 -6.03068136e-02  3.54275480e-02 -9.04329866e-02 -8.79294276e-02\
  1.82040278e-02  9.99073312e-02  2.22331062e-02  9.59950872e-03\
  2.48411521e-02 -2.16904078e-02  3.25830132e-02  1.62991323e-03\
  3.05358097e-02  1.03884963e-02  2.88667157e-02 -1.73890479e-02\
 -4.20553572e-02 -7.47193694e-02  4.06088009e-02  5.17295636e-02\
  1.60983682e-01 -4.19225059e-02  7.60547398e-03  3.50969546e-02\
  1.04921512e-01 -1.00200996e-02 -3.26018129e-03 -2.93828193e-02\
  4.71002683e-02 -6.69100359e-02  2.54158452e-02 -2.83999275e-02\
 -1.16516903e-01 -5.05309403e-02  5.75749436e-04 -1.62006430e-02\
 -1.45172058e-02 -6.62369980e-03 -1.32369390e-02  7.32413977e-02],全球关键航运通道受阻对供应链的影响———“长赐号”在苏伊士运河搁浅案例分析.txt,TXT,2
